analysis,sample_size,elite_count,semi_elite_count,sample_id,sample_seed,perturbation_run,noise_seed,noise_amplitude,success,error,rmse
Logistic Regression,300,25,275,full,2026,39,2064,0.5,True,,0.06882818020830313
Multiple Linear Regression,300,25,275,full,2026,39,2064,0.5,True,,0.01312549890824169
Correlation Analysis,300,25,275,full,2026,39,2064,0.5,True,,0.028254877064113202
Variance Analysis,300,25,275,full,2026,39,2064,0.5,True,,0.08628975178886746
Logistic Regression,300,25,275,full,2026,40,2065,0.5,True,,0.058555002555900314
Multiple Linear Regression,300,25,275,full,2026,40,2065,0.5,True,,0.009795136757260873
Correlation Analysis,300,25,275,full,2026,40,2065,0.5,True,,0.01874559856021798
Variance Analysis,300,25,275,full,2026,40,2065,0.5,True,,0.13253531653365125
Logistic Regression,300,25,275,full,2026,41,2066,0.5,True,,0.08118119055254619
Multiple Linear Regression,300,25,275,full,2026,41,2066,0.5,True,,0.008491907470847652
Correlation Analysis,300,25,275,full,2026,41,2066,0.5,True,,0.027205162924504152
Variance Analysis,300,25,275,full,2026,41,2066,0.5,True,,0.08790968672083622
Logistic Regression,300,25,275,full,2026,42,2067,0.5,True,,0.09198559403308106
Multiple Linear Regression,300,25,275,full,2026,42,2067,0.5,True,,0.00930913287060134
Correlation Analysis,300,25,275,full,2026,42,2067,0.5,True,,0.02807650397452579
Variance Analysis,300,25,275,full,2026,42,2067,0.5,True,,0.10603022283531277
Logistic Regression,300,25,275,full,2026,43,2068,0.5,True,,0.060921868620383686
Multiple Linear Regression,300,25,275,full,2026,43,2068,0.5,True,,0.010399047129212058
Correlation Analysis,300,25,275,full,2026,43,2068,0.5,True,,0.026059578548841656
Variance Analysis,300,25,275,full,2026,43,2068,0.5,True,,0.1543074053804291
Logistic Regression,300,25,275,full,2026,44,2069,0.5,True,,0.12128725902785231
Multiple Linear Regression,300,25,275,full,2026,44,2069,0.5,True,,0.01642878169722844
Correlation Analysis,300,25,275,full,2026,44,2069,0.5,True,,0.024511145127925963
Variance Analysis,300,25,275,full,2026,44,2069,0.5,True,,0.10262528290103638
Logistic Regression,300,25,275,full,2026,45,2070,0.5,True,,0.06932471856490402
Multiple Linear Regression,300,25,275,full,2026,45,2070,0.5,True,,0.015704775323518393
Correlation Analysis,300,25,275,full,2026,45,2070,0.5,True,,0.025268236870776277
Variance Analysis,300,25,275,full,2026,45,2070,0.5,True,,0.09515625789989397
Logistic Regression,300,25,275,full,2026,46,2071,0.5,True,,0.06124247394940717
Multiple Linear Regression,300,25,275,full,2026,46,2071,0.5,True,,0.010133464198678438
Correlation Analysis,300,25,275,full,2026,46,2071,0.5,True,,0.026597109891121355
Variance Analysis,300,25,275,full,2026,46,2071,0.5,True,,0.13364291436288048
Logistic Regression,300,25,275,full,2026,47,2072,0.5,True,,0.08513346809830831
Multiple Linear Regression,300,25,275,full,2026,47,2072,0.5,True,,0.016950038341331793
Correlation Analysis,300,25,275,full,2026,47,2072,0.5,True,,0.023868647379847736
Variance Analysis,300,25,275,full,2026,47,2072,0.5,True,,0.08178418603642101
Logistic Regression,300,25,275,full,2026,48,2073,0.5,True,,0.04999995024869243
Multiple Linear Regression,300,25,275,full,2026,48,2073,0.5,True,,0.011131763190722576
Correlation Analysis,300,25,275,full,2026,48,2073,0.5,True,,0.023147162697595078
Variance Analysis,300,25,275,full,2026,48,2073,0.5,True,,0.14467598963734105
Logistic Regression,300,25,275,full,2026,49,2074,0.5,True,,0.10091884978857801
Multiple Linear Regression,300,25,275,full,2026,49,2074,0.5,True,,0.009839939625273587
Correlation Analysis,300,25,275,full,2026,49,2074,0.5,True,,0.02293365253924753
Variance Analysis,300,25,275,full,2026,49,2074,0.5,True,,0.08527791470196003
Logistic Regression,300,25,275,full,2026,50,2075,0.5,True,,0.08441383650368707
Multiple Linear Regression,300,25,275,full,2026,50,2075,0.5,True,,0.01519290085295433
Correlation Analysis,300,25,275,full,2026,50,2075,0.5,True,,0.022187118886377675
Variance Analysis,300,25,275,full,2026,50,2075,0.5,True,,0.14533928355738096
Logistic Regression,300,25,275,full,2026,51,2076,0.5,True,,0.05665249371589539
Multiple Linear Regression,300,25,275,full,2026,51,2076,0.5,True,,0.008308691123132783
Correlation Analysis,300,25,275,full,2026,51,2076,0.5,True,,0.022239429573200273
Variance Analysis,300,25,275,full,2026,51,2076,0.5,True,,0.13278080787881233
Logistic Regression,300,25,275,full,2026,52,2077,0.5,True,,0.064138911474319
Multiple Linear Regression,300,25,275,full,2026,52,2077,0.5,True,,0.015763779388391238
Correlation Analysis,300,25,275,full,2026,52,2077,0.5,True,,0.02480103727139697
Variance Analysis,300,25,275,full,2026,52,2077,0.5,True,,0.11848253670822693
Logistic Regression,300,25,275,full,2026,53,2078,0.5,True,,0.08438338240577747
Multiple Linear Regression,300,25,275,full,2026,53,2078,0.5,True,,0.00972694115697536
Correlation Analysis,300,25,275,full,2026,53,2078,0.5,True,,0.02574284261901169
Variance Analysis,300,25,275,full,2026,53,2078,0.5,True,,0.11914892121056021
Logistic Regression,300,25,275,full,2026,54,2079,0.5,True,,0.029770981752757317
Multiple Linear Regression,300,25,275,full,2026,54,2079,0.5,True,,0.010308706762504909
Correlation Analysis,300,25,275,full,2026,54,2079,0.5,True,,0.0210356911418549
Variance Analysis,300,25,275,full,2026,54,2079,0.5,True,,0.16115288746861173
Logistic Regression,300,25,275,full,2026,55,2080,0.5,True,,0.10711352065444266
Multiple Linear Regression,300,25,275,full,2026,55,2080,0.5,True,,0.010831556706950086
Correlation Analysis,300,25,275,full,2026,55,2080,0.5,True,,0.024011736299441817
Variance Analysis,300,25,275,full,2026,55,2080,0.5,True,,0.10145967184728731
Logistic Regression,300,25,275,full,2026,56,2081,0.5,True,,0.04097638273348141
Multiple Linear Regression,300,25,275,full,2026,56,2081,0.5,True,,0.0121483278196535
Correlation Analysis,300,25,275,full,2026,56,2081,0.5,True,,0.024921860240292318
Variance Analysis,300,25,275,full,2026,56,2081,0.5,True,,0.12609538637945747
Logistic Regression,300,25,275,full,2026,57,2082,0.5,True,,0.05560050936343865
Multiple Linear Regression,300,25,275,full,2026,57,2082,0.5,True,,0.01433801061126636
Correlation Analysis,300,25,275,full,2026,57,2082,0.5,True,,0.030302427498548615
Variance Analysis,300,25,275,full,2026,57,2082,0.5,True,,0.12225845075220637
Logistic Regression,300,25,275,full,2026,58,2083,0.5,True,,0.06649496629280961
Multiple Linear Regression,300,25,275,full,2026,58,2083,0.5,True,,0.012071581885924781
Correlation Analysis,300,25,275,full,2026,58,2083,0.5,True,,0.024510225205097543
Variance Analysis,300,25,275,full,2026,58,2083,0.5,True,,0.1444361873293941
Logistic Regression,300,25,275,full,2026,59,2084,0.5,True,,0.08442659019190214
Multiple Linear Regression,300,25,275,full,2026,59,2084,0.5,True,,0.016017591005685998
Correlation Analysis,300,25,275,full,2026,59,2084,0.5,True,,0.02262072345096955
Variance Analysis,300,25,275,full,2026,59,2084,0.5,True,,0.10992507545834343
Logistic Regression,300,25,275,full,2026,60,2085,0.5,True,,0.05453023495680989
Multiple Linear Regression,300,25,275,full,2026,60,2085,0.5,True,,0.02026978076008514
Correlation Analysis,300,25,275,full,2026,60,2085,0.5,True,,0.02098311601377889
Variance Analysis,300,25,275,full,2026,60,2085,0.5,True,,0.11023943191518698
Logistic Regression,300,25,275,full,2026,61,2086,0.5,True,,0.13837799434666107
Multiple Linear Regression,300,25,275,full,2026,61,2086,0.5,True,,0.01645653776294636
Correlation Analysis,300,25,275,full,2026,61,2086,0.5,True,,0.024715101318938393
Variance Analysis,300,25,275,full,2026,61,2086,0.5,True,,0.10752653785331259
Logistic Regression,300,25,275,full,2026,62,2087,0.5,True,,0.08653488270256596
Multiple Linear Regression,300,25,275,full,2026,62,2087,0.5,True,,0.020688505661718155
Correlation Analysis,300,25,275,full,2026,62,2087,0.5,True,,0.025950945224049785
Variance Analysis,300,25,275,full,2026,62,2087,0.5,True,,0.12798310405298707
Logistic Regression,300,25,275,full,2026,63,2088,0.5,True,,0.06394471329275185
Multiple Linear Regression,300,25,275,full,2026,63,2088,0.5,True,,0.006813095649806684
Correlation Analysis,300,25,275,full,2026,63,2088,0.5,True,,0.021700999825763928
Variance Analysis,300,25,275,full,2026,63,2088,0.5,True,,0.130620071807358
Logistic Regression,300,25,275,full,2026,64,2089,0.5,True,,0.044315812018655566
Multiple Linear Regression,300,25,275,full,2026,64,2089,0.5,True,,0.01944938690005491
Correlation Analysis,300,25,275,full,2026,64,2089,0.5,True,,0.03186765516351891
Variance Analysis,300,25,275,full,2026,64,2089,0.5,True,,0.10458723539734234
Logistic Regression,300,25,275,full,2026,65,2090,0.5,True,,0.06022513219369425
Multiple Linear Regression,300,25,275,full,2026,65,2090,0.5,True,,0.012600531041638628
Correlation Analysis,300,25,275,full,2026,65,2090,0.5,True,,0.025885516589149934
Variance Analysis,300,25,275,full,2026,65,2090,0.5,True,,0.12914263025660394
Logistic Regression,300,25,275,full,2026,66,2091,0.5,True,,0.07038549790079897
Multiple Linear Regression,300,25,275,full,2026,66,2091,0.5,True,,0.012388757947911878
Correlation Analysis,300,25,275,full,2026,66,2091,0.5,True,,0.02572090193406094
Variance Analysis,300,25,275,full,2026,66,2091,0.5,True,,0.13785702743731257
Logistic Regression,300,25,275,full,2026,67,2092,0.5,True,,0.06309131600870643
Multiple Linear Regression,300,25,275,full,2026,67,2092,0.5,True,,0.011313617384831274
Correlation Analysis,300,25,275,full,2026,67,2092,0.5,True,,0.0295914096797369
Variance Analysis,300,25,275,full,2026,67,2092,0.5,True,,0.1212647186066024
Logistic Regression,300,25,275,full,2026,68,2093,0.5,True,,0.05679772782474932
Multiple Linear Regression,300,25,275,full,2026,68,2093,0.5,True,,0.00985704950113883
Correlation Analysis,300,25,275,full,2026,68,2093,0.5,True,,0.022472421577180792
Variance Analysis,300,25,275,full,2026,68,2093,0.5,True,,0.1295258975131507
Logistic Regression,300,25,275,full,2026,69,2094,0.5,True,,0.059019639826514654
Multiple Linear Regression,300,25,275,full,2026,69,2094,0.5,True,,0.009211867462254759
Correlation Analysis,300,25,275,full,2026,69,2094,0.5,True,,0.02655444476683138
Variance Analysis,300,25,275,full,2026,69,2094,0.5,True,,0.1317732312259431
Logistic Regression,300,25,275,full,2026,70,2095,0.5,True,,0.0487165067439909
Multiple Linear Regression,300,25,275,full,2026,70,2095,0.5,True,,0.01153739309706293
Correlation Analysis,300,25,275,full,2026,70,2095,0.5,True,,0.024723641676831356
Variance Analysis,300,25,275,full,2026,70,2095,0.5,True,,0.15317654444127984
Logistic Regression,300,25,275,full,2026,71,2096,0.5,True,,0.06408944187328923
Multiple Linear Regression,300,25,275,full,2026,71,2096,0.5,True,,0.013974605016262284
Correlation Analysis,300,25,275,full,2026,71,2096,0.5,True,,0.021251878454295114
Variance Analysis,300,25,275,full,2026,71,2096,0.5,True,,0.14481134772056545
Logistic Regression,300,25,275,full,2026,72,2097,0.5,True,,0.04711387821645335
Multiple Linear Regression,300,25,275,full,2026,72,2097,0.5,True,,0.01464933140312655
Correlation Analysis,300,25,275,full,2026,72,2097,0.5,True,,0.024607341504335675
Variance Analysis,300,25,275,full,2026,72,2097,0.5,True,,0.14258506845535393
Logistic Regression,300,25,275,full,2026,73,2098,0.5,True,,0.06693168135511682
Multiple Linear Regression,300,25,275,full,2026,73,2098,0.5,True,,0.012004963746097108
Correlation Analysis,300,25,275,full,2026,73,2098,0.5,True,,0.023029371368988156
Variance Analysis,300,25,275,full,2026,73,2098,0.5,True,,0.11170477990040635
Logistic Regression,300,25,275,full,2026,74,2099,0.5,True,,0.08750966725921278
Multiple Linear Regression,300,25,275,full,2026,74,2099,0.5,True,,0.013188314421818784
Correlation Analysis,300,25,275,full,2026,74,2099,0.5,True,,0.022241809200213722
Variance Analysis,300,25,275,full,2026,74,2099,0.5,True,,0.13556472130798589
Logistic Regression,300,25,275,full,2026,75,2100,0.5,True,,0.08521470006528521
Multiple Linear Regression,300,25,275,full,2026,75,2100,0.5,True,,0.013166493402067114
Correlation Analysis,300,25,275,full,2026,75,2100,0.5,True,,0.01927297628943712
Variance Analysis,300,25,275,full,2026,75,2100,0.5,True,,0.1144034918624299
Logistic Regression,300,25,275,full,2026,76,2101,0.5,True,,0.09207707592840587
Multiple Linear Regression,300,25,275,full,2026,76,2101,0.5,True,,0.02002740893864039
Correlation Analysis,300,25,275,full,2026,76,2101,0.5,True,,0.02186715073908483
Variance Analysis,300,25,275,full,2026,76,2101,0.5,True,,0.10599940497661772
Logistic Regression,300,25,275,full,2026,77,2102,0.5,True,,0.0748864154936019
Multiple Linear Regression,300,25,275,full,2026,77,2102,0.5,True,,0.008866197298240288
Correlation Analysis,300,25,275,full,2026,77,2102,0.5,True,,0.026597871808882085
Variance Analysis,300,25,275,full,2026,77,2102,0.5,True,,0.11451280150743821
Logistic Regression,300,25,275,full,2026,78,2103,0.5,True,,0.08672488549339057
Multiple Linear Regression,300,25,275,full,2026,78,2103,0.5,True,,0.020484772479685425
Correlation Analysis,300,25,275,full,2026,78,2103,0.5,True,,0.021250213940997634
Variance Analysis,300,25,275,full,2026,78,2103,0.5,True,,0.15188355340305915
Logistic Regression,300,25,275,full,2026,79,2104,0.5,True,,0.08437319491013692
Multiple Linear Regression,300,25,275,full,2026,79,2104,0.5,True,,0.016213379967253846
Correlation Analysis,300,25,275,full,2026,79,2104,0.5,True,,0.02107877107521931
Variance Analysis,300,25,275,full,2026,79,2104,0.5,True,,0.14379474201032488
Logistic Regression,300,25,275,full,2026,80,2105,0.5,True,,0.07916582199798956
Multiple Linear Regression,300,25,275,full,2026,80,2105,0.5,True,,0.013009796663526708
Correlation Analysis,300,25,275,full,2026,80,2105,0.5,True,,0.02510552441926449
Variance Analysis,300,25,275,full,2026,80,2105,0.5,True,,0.11306275711922652
Logistic Regression,300,25,275,full,2026,81,2106,0.5,True,,0.02949421216210974
Multiple Linear Regression,300,25,275,full,2026,81,2106,0.5,True,,0.011481906420354147
Correlation Analysis,300,25,275,full,2026,81,2106,0.5,True,,0.02078993349242297
Variance Analysis,300,25,275,full,2026,81,2106,0.5,True,,0.13432823730155552
Logistic Regression,300,25,275,full,2026,82,2107,0.5,True,,0.07151386904987257
Multiple Linear Regression,300,25,275,full,2026,82,2107,0.5,True,,0.01175361455963303
Correlation Analysis,300,25,275,full,2026,82,2107,0.5,True,,0.023165275348595568
Variance Analysis,300,25,275,full,2026,82,2107,0.5,True,,0.09509841734055519
Logistic Regression,300,25,275,full,2026,83,2108,0.5,True,,0.05829168616421495
Multiple Linear Regression,300,25,275,full,2026,83,2108,0.5,True,,0.010653270088652349
Correlation Analysis,300,25,275,full,2026,83,2108,0.5,True,,0.02288892665164694
Variance Analysis,300,25,275,full,2026,83,2108,0.5,True,,0.14771164350491464
Logistic Regression,300,25,275,full,2026,84,2109,0.5,True,,0.05648517911377916
Multiple Linear Regression,300,25,275,full,2026,84,2109,0.5,True,,0.009848608384434835
Correlation Analysis,300,25,275,full,2026,84,2109,0.5,True,,0.020886779515036088
Variance Analysis,300,25,275,full,2026,84,2109,0.5,True,,0.08871088401159526
Logistic Regression,300,25,275,full,2026,85,2110,0.5,True,,0.082840239626859
Multiple Linear Regression,300,25,275,full,2026,85,2110,0.5,True,,0.014240259489617208
Correlation Analysis,300,25,275,full,2026,85,2110,0.5,True,,0.027025220997562476
Variance Analysis,300,25,275,full,2026,85,2110,0.5,True,,0.1176285540404011
Logistic Regression,300,25,275,full,2026,86,2111,0.5,True,,0.10695113572823577
Multiple Linear Regression,300,25,275,full,2026,86,2111,0.5,True,,0.009480220737490518
Correlation Analysis,300,25,275,full,2026,86,2111,0.5,True,,0.017596017618352378
Variance Analysis,300,25,275,full,2026,86,2111,0.5,True,,0.12613343959367856
Logistic Regression,300,25,275,full,2026,87,2112,0.5,True,,0.08722674925221299
Multiple Linear Regression,300,25,275,full,2026,87,2112,0.5,True,,0.01240803508602302
Correlation Analysis,300,25,275,full,2026,87,2112,0.5,True,,0.023626249840442246
Variance Analysis,300,25,275,full,2026,87,2112,0.5,True,,0.11481878198895767
Logistic Regression,300,25,275,full,2026,88,2113,0.5,True,,0.06367544749214003
Multiple Linear Regression,300,25,275,full,2026,88,2113,0.5,True,,0.01593037417234174
Correlation Analysis,300,25,275,full,2026,88,2113,0.5,True,,0.024970119692841936
Variance Analysis,300,25,275,full,2026,88,2113,0.5,True,,0.1324876116088082
Logistic Regression,300,25,275,full,2026,89,2114,0.5,True,,0.08321850394259309
Multiple Linear Regression,300,25,275,full,2026,89,2114,0.5,True,,0.017800976160559798
Correlation Analysis,300,25,275,full,2026,89,2114,0.5,True,,0.028380833101047068
Variance Analysis,300,25,275,full,2026,89,2114,0.5,True,,0.0867179294913506
Logistic Regression,300,25,275,full,2026,90,2115,0.5,True,,0.05751724699957867
Multiple Linear Regression,300,25,275,full,2026,90,2115,0.5,True,,0.011650632677229909
Correlation Analysis,300,25,275,full,2026,90,2115,0.5,True,,0.026866287060216286
Variance Analysis,300,25,275,full,2026,90,2115,0.5,True,,0.10364338987295543
Logistic Regression,300,25,275,full,2026,91,2116,0.5,True,,0.0836937006392422
Multiple Linear Regression,300,25,275,full,2026,91,2116,0.5,True,,0.010106247396136851
Correlation Analysis,300,25,275,full,2026,91,2116,0.5,True,,0.022046117409814346
Variance Analysis,300,25,275,full,2026,91,2116,0.5,True,,0.14155483878801395
Logistic Regression,300,25,275,full,2026,92,2117,0.5,True,,0.07917886242131732
Multiple Linear Regression,300,25,275,full,2026,92,2117,0.5,True,,0.00946923167937196
Correlation Analysis,300,25,275,full,2026,92,2117,0.5,True,,0.02094872138040734
Variance Analysis,300,25,275,full,2026,92,2117,0.5,True,,0.1281962896705668
Logistic Regression,300,25,275,full,2026,93,2118,0.5,True,,0.1135929198220457
Multiple Linear Regression,300,25,275,full,2026,93,2118,0.5,True,,0.010247069750872478
Correlation Analysis,300,25,275,full,2026,93,2118,0.5,True,,0.01716863683436325
Variance Analysis,300,25,275,full,2026,93,2118,0.5,True,,0.11948984157812693
Logistic Regression,300,25,275,full,2026,94,2119,0.5,True,,0.07877622022781572
Multiple Linear Regression,300,25,275,full,2026,94,2119,0.5,True,,0.01655070615485858
Correlation Analysis,300,25,275,full,2026,94,2119,0.5,True,,0.021403961003416357
Variance Analysis,300,25,275,full,2026,94,2119,0.5,True,,0.10307036101969642
Logistic Regression,300,25,275,full,2026,95,2120,0.5,True,,0.06491027827903421
Multiple Linear Regression,300,25,275,full,2026,95,2120,0.5,True,,0.009140261427082805
Correlation Analysis,300,25,275,full,2026,95,2120,0.5,True,,0.017987078771051362
Variance Analysis,300,25,275,full,2026,95,2120,0.5,True,,0.1715164619886795
Logistic Regression,300,25,275,full,2026,96,2121,0.5,True,,0.0374037718280153
Multiple Linear Regression,300,25,275,full,2026,96,2121,0.5,True,,0.0060305917944744915
Correlation Analysis,300,25,275,full,2026,96,2121,0.5,True,,0.021402105693190177
Variance Analysis,300,25,275,full,2026,96,2121,0.5,True,,0.1233631089311908
Logistic Regression,300,25,275,full,2026,97,2122,0.5,True,,0.0682930061506464
Multiple Linear Regression,300,25,275,full,2026,97,2122,0.5,True,,0.01575098152772207
Correlation Analysis,300,25,275,full,2026,97,2122,0.5,True,,0.02303945189924661
Variance Analysis,300,25,275,full,2026,97,2122,0.5,True,,0.07813557164171311
Logistic Regression,300,25,275,full,2026,98,2123,0.5,True,,0.07857794462321809
Multiple Linear Regression,300,25,275,full,2026,98,2123,0.5,True,,0.012387838819300778
Correlation Analysis,300,25,275,full,2026,98,2123,0.5,True,,0.030288984990081015
Variance Analysis,300,25,275,full,2026,98,2123,0.5,True,,0.1400949034048513
Logistic Regression,300,25,275,full,2026,99,2124,0.5,True,,0.06653464137342556
Multiple Linear Regression,300,25,275,full,2026,99,2124,0.5,True,,0.014415293717523616
Correlation Analysis,300,25,275,full,2026,99,2124,0.5,True,,0.019364752060776484
Variance Analysis,300,25,275,full,2026,99,2124,0.5,True,,0.1098847396130855
Logistic Regression,300,25,275,full,2026,100,2125,0.5,True,,0.068404159235078
Multiple Linear Regression,300,25,275,full,2026,100,2125,0.5,True,,0.01588874066296466
Correlation Analysis,300,25,275,full,2026,100,2125,0.5,True,,0.019779895387294306
Variance Analysis,300,25,275,full,2026,100,2125,0.5,True,,0.1370294438183051
