analysis,noise_amplitude,perturbation_run,random_seed,success,error,rmse,relative_error,structure_score,sign_agreement,significance_agreement,top3_overlap,rank_score,edge_jaccard,group_order_agreement,highest_domain_retention,category_agreement,top2_overlap,bottom2_overlap,r_squared_change,regression_sign_agreement,regression_top3_overlap,variance_rank_agreement,regression_rank_agreement
Figure 1,0.5,46,2071,True,,0.06792559924087457,0.11462803014589582,0.8412698412698413,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.886904761904762,0.8690476190476191
Figure 2,0.5,46,2071,True,,0.2787440574132107,0.27005638237543733,0.7990458044482089,nan,nan,nan,0.6961832177928355,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,46,2071,True,,0.026597109891121355,0.2763926943334922,0.8585112205801861,0.8571428571428571,nan,0.6666666666666666,0.9102353585112206,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,46,2071,True,,0.13364291436288048,0.12607179671945307,0.6746031746031745,nan,nan,nan,0.898809523809524,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,47,2072,True,,0.08513346809830831,0.8772937865523549,0.8184523809523809,0.75,1.0,0.6666666666666666,0.8571428571428572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,47,2072,True,,0.016950038341331793,0.3862616913573446,0.9627976190476191,0.875,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.004594670335474005,nan,nan,nan,nan
Figure 1,0.5,47,2072,True,,0.03975396458200101,0.06708691128899658,0.9057539682539683,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9761904761904763,0.9166666666666667
Figure 2,0.5,47,2072,True,,0.2714642609435319,0.26300347686320746,0.33113806360471687,nan,nan,nan,0.3245522544188675,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,47,2072,True,,0.023868647379847736,0.24803897064073177,0.8651477832512315,0.8571428571428571,nan,0.6666666666666666,0.9367816091954023,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,47,2072,True,,0.08178418603642101,0.07715096102179442,0.9126984126984127,nan,nan,nan,0.8630952380952381,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,48,2073,True,,0.04999995024869243,0.515245609757749,0.9523809523809523,1.0,1.0,1.0,0.8095238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,48,2073,True,,0.011131763190722576,0.2536733894786041,0.8898809523809523,1.0,1.0,0.6666666666666666,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.0013801036589913274,nan,nan,nan,nan
Figure 1,0.5,48,2073,True,,0.04347253152489641,0.07336218906929545,0.8938492063492062,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9761904761904763,0.8452380952380953
Figure 2,0.5,48,2073,True,,0.27088343002164095,0.26244074882160073,0.6282093510372694,nan,nan,nan,0.5128374041490774,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,48,2073,True,,0.023147162697595078,0.24054142312280669,0.8967911877394636,0.9642857142857143,nan,0.6666666666666666,0.9562123700054734,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,48,2073,True,,0.14467598963734105,0.1364798279257716,0.9305555555555557,nan,nan,nan,0.9166666666666667,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,49,2074,True,,0.10091884978857801,1.0399609206956437,0.7113095238095238,1.0,1.0,0.3333333333333333,0.5119047619047619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,49,2074,True,,0.009839939625273587,0.22423499262796923,0.8467261904761905,0.875,1.0,0.6666666666666666,0.8452380952380953,nan,nan,nan,nan,nan,nan,0.0020052583207760266,nan,nan,nan,nan
Figure 1,0.5,49,2074,True,,0.04082647862758524,0.06889683529000776,0.8859126984126985,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9642857142857144,0.8095238095238095
Figure 2,0.5,49,2074,True,,0.2713865493201795,0.26292818729446904,0.47938905699183143,nan,nan,nan,0.41755622796732583,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,49,2074,True,,0.02293365253924753,0.2383226614537823,0.8730842911877394,0.9285714285714286,nan,1.0,0.8970990695128627,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,49,2074,True,,0.08527791470196003,0.08044676351319159,0.9325396825396824,nan,nan,nan,0.9226190476190477,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,50,2075,True,,0.08441383650368707,0.8698780387780607,0.7232142857142857,0.5,1.0,0.6666666666666666,0.7261904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,50,2075,True,,0.01519290085295433,0.3462196050481317,0.9255952380952381,0.75,1.0,1.0,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.005664384052980753,nan,nan,nan,nan
Figure 1,0.5,50,2075,True,,0.04777368872782506,0.08062061863089816,0.7976190476190476,nan,nan,nan,nan,0.5,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9642857142857144,0.9047619047619049
Figure 2,0.5,50,2075,True,,0.2941926376083871,0.2850234734017461,0.43023988520312184,nan,nan,nan,0.22095954081248742,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,50,2075,True,,0.022187118886377675,0.23056480924457656,0.8443144499178983,0.9642857142857143,nan,1.0,0.9129720853858785,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,50,2075,True,,0.14533928355738096,0.13710554502159503,0.878968253968254,nan,nan,nan,0.886904761904762,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,1,2026,True,,0.13256529111240845,1.3660750443189218,0.65625,0.875,1.0,0.3333333333333333,0.41666666666666663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,1,2026,True,,0.013747602831042463,0.3132837940949608,0.9910714285714286,1.0,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.0035052296621351786,nan,nan,nan,nan
Figure 1,0.75,1,2026,True,,0.0634136973995789,0.10701395789538348,0.8660714285714285,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.875,1.0,0.7738095238095238,0.7976190476190477
Figure 2,0.75,1,2026,True,,0.41589236589353884,0.40293016049585506,0.3925447745581132,nan,nan,nan,0.5701790982324529,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,1,2026,True,,0.030615288457685588,0.31814893043854797,0.8535509031198687,0.8928571428571429,nan,0.6666666666666666,0.854679802955665,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,1,2026,True,,0.24654413124810268,0.23257695138769063,0.7976190476190476,nan,nan,nan,0.6428571428571428,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,2,2027,True,,0.04079342419390713,0.42037307274012453,0.8199404761904762,0.875,1.0,0.6666666666666666,0.7380952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,2,2027,True,,0.016696613647370365,0.3804865863723274,0.7857142857142858,1.0,1.0,0.3333333333333333,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.007598061128285649,nan,nan,nan,nan
Figure 1,0.75,2,2027,True,,0.06224058859595217,0.10503427493624336,0.8442460317460316,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9404761904761906,0.8333333333333335
Figure 2,0.75,2,2027,True,,0.39967180087095733,0.38721514525665907,0.34916719139026237,nan,nan,nan,0.3966687655610495,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,2,2027,True,,0.02370011204632656,0.2462875797898836,0.9555966064586754,0.9285714285714286,nan,1.0,0.8938149972632732,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,2,2027,True,,0.19617589222547877,0.18506216602514702,0.6686507936507936,nan,nan,nan,0.880952380952381,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,3,2028,True,,0.07765928177858997,0.8002728761596088,0.7991071428571428,0.625,1.0,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,3,2028,True,,0.015638766166256705,0.35638009475120197,0.8675595238095237,1.0,0.875,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.008847865012259981,nan,nan,nan,nan
Figure 1,0.75,3,2028,True,,0.10321235124322131,0.17417628466967397,0.6974206349206349,nan,nan,nan,nan,0.6666666666666666,0.5,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.761904761904762,0.7142857142857143
Figure 2,0.75,3,2028,True,,0.40340314423319606,0.3908301930505319,0.47191817842389316,nan,nan,nan,0.38767271369557255,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,3,2028,True,,0.03446100125212662,0.35811293123561083,0.7770251778872468,0.8571428571428571,nan,0.6666666666666666,0.9176245210727969,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,3,2028,True,,0.20829456265321408,0.19649429141659874,0.5674603174603176,nan,nan,nan,0.7023809523809524,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,4,2029,True,,0.0944749041759456,0.9735565608930381,0.6800595238095238,0.875,1.0,0.3333333333333333,0.5119047619047619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,4,2029,True,,0.019404678192128315,0.4421986350591078,0.8377976190476191,0.875,1.0,0.6666666666666666,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.010544479562248354,nan,nan,nan,nan
Figure 1,0.75,4,2029,True,,0.041270392925758945,0.06964596407388206,0.746031746031746,nan,nan,nan,nan,0.5,1.0,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9642857142857143,0.6785714285714286
Figure 2,0.75,4,2029,True,,0.4148173064714803,0.4018886076783562,0.6058602459366037,nan,nan,nan,0.4234409837464149,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,4,2029,True,,0.03787462151582976,0.39358669909906113,0.8305623973727422,0.8928571428571429,nan,1.0,0.9293924466338259,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,4,2029,True,,0.24612200837947137,0.2321787425583006,0.9861111111111112,nan,nan,nan,0.9583333333333334,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,5,2030,True,,0.06986277668450505,0.7199304957932157,0.8020833333333333,0.875,1.0,0.6666666666666666,0.6666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,5,2030,True,,0.0172119272151636,0.3922296801793684,0.7961309523809523,0.625,1.0,0.6666666666666666,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.006626706009186245,nan,nan,nan,nan
Figure 1,0.75,5,2030,True,,0.0818804096053796,0.13817750841358498,0.7202380952380953,nan,nan,nan,nan,1.0,0.5,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.8095238095238095,0.6785714285714286
Figure 2,0.75,5,2030,True,,0.3974162292967843,0.385029873559164,0.4749744666593167,nan,nan,nan,0.39989786663726673,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,5,2030,True,,0.039706031269221925,0.4126184013494501,0.9217296113847838,0.8571428571428571,nan,1.0,0.8297755883962781,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,5,2030,True,,0.21854678748875844,0.20616570880188043,0.6011904761904762,nan,nan,nan,0.8035714285714286,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,6,2031,True,,0.07535240633897237,0.7765007036552566,0.8705357142857143,0.625,1.0,1.0,0.8571428571428572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,6,2031,True,,0.02385520916262736,0.5436184422291802,0.9211309523809523,0.875,1.0,1.0,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.006297452271485149,nan,nan,nan,nan
Figure 1,0.75,6,2031,True,,0.07529525684374713,0.1270647159213326,0.8442460317460317,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,0.75,1.0,0.7619047619047619,0.9285714285714286
Figure 2,0.75,6,2031,True,,0.4040106306337157,0.39141874579382296,0.5885213625432077,nan,nan,nan,0.854085450172831,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,6,2031,True,,0.029083087558976588,0.3022265563013584,0.8593322386425835,0.8571428571428571,nan,0.6666666666666666,0.9135194307608101,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,6,2031,True,,0.2330646153413531,0.2198610749241018,0.626984126984127,nan,nan,nan,0.7559523809523809,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,7,2032,True,,0.13568732346554466,1.3982473456007047,0.5982142857142857,1.0,1.0,0.0,0.39285714285714285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,7,2032,True,,0.016794640810100868,0.3827204537484804,0.6860119047619048,0.625,1.0,0.3333333333333333,0.7857142857142858,nan,nan,nan,nan,nan,nan,0.0002870809513698669,nan,nan,nan,nan
Figure 1,0.75,7,2032,True,,0.07607390029502695,0.128378717799913,0.7162698412698413,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9226190476190477,0.5
Figure 2,0.75,7,2032,True,,0.4245360034493679,0.41130439997042556,0.5508583419504209,nan,nan,nan,0.7034333678016838,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,7,2032,True,,0.03465248445807727,0.36010279251862115,0.8810892172961139,0.9285714285714286,nan,1.0,0.9291187739463602,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,7,2032,True,,0.22372892248536363,0.21105426629091284,0.7123015873015873,nan,nan,nan,0.761904761904762,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,8,2033,True,,0.058012694853297506,0.5978163215104237,0.8288690476190476,0.875,1.0,0.6666666666666666,0.7738095238095238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,8,2033,True,,0.011799419573725376,0.2688881092657174,0.7663690476190477,0.875,1.0,0.3333333333333333,0.8571428571428572,nan,nan,nan,nan,nan,nan,0.0007679323539075966,nan,nan,nan,nan
Figure 1,0.75,8,2033,True,,0.060507078889248694,0.1021088859056136,0.8472222222222223,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,0.875,1.0,0.886904761904762,0.9047619047619049
Figure 2,0.75,8,2033,True,,0.4135616648758944,0.4006721009301556,0.5231272028266039,nan,nan,nan,0.5925088113064153,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,8,2033,True,,0.03873641919199532,0.4025423556595227,0.7845169677066228,0.8928571428571429,nan,0.6666666666666666,0.9118773946360154,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,8,2033,True,,0.22644690634551437,0.21361827135124287,0.6468253968253969,nan,nan,nan,0.6904761904761905,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,9,2034,True,,0.11241868955671616,1.15846587768019,0.6845238095238095,0.75,1.0,0.3333333333333333,0.6547619047619048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,9,2034,True,,0.024166923925953994,0.550721875819062,0.6860119047619048,0.75,0.875,0.3333333333333333,0.7857142857142858,nan,nan,nan,nan,nan,nan,0.004252969931595074,nan,nan,nan,nan
Figure 1,0.75,9,2034,True,,0.06948793769738247,0.11726455866669112,0.6299603174603176,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,0.75,0.3333333333333333,0.7797619047619049,0.5
Figure 2,0.75,9,2034,True,,0.41596188598074246,0.40299751383578586,0.669930914521771,nan,nan,nan,0.6797236580870839,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,9,2034,True,,0.025906624035633784,0.2692172814116136,0.8713738368910783,0.9285714285714286,nan,1.0,0.8902572523262178,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,9,2034,True,,0.1923823997837458,0.18148358192848224,0.8392857142857143,nan,nan,nan,0.7678571428571429,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,10,2035,True,,0.12002957630792074,1.2368954754181225,0.6383928571428571,0.625,1.0,0.3333333333333333,0.5952380952380952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,10,2035,True,,0.015000982902113836,0.3418461310299213,0.9627976190476191,0.875,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.0007697884552330114,nan,nan,nan,nan
Figure 1,0.75,10,2035,True,,0.08038053974672937,0.135646398945377,0.8353174603174603,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8392857142857142,0.880952380952381
Figure 2,0.75,10,2035,True,,0.39594958120068796,0.3836089367947168,0.6529121413424529,nan,nan,nan,0.6116485653698116,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,10,2035,True,,0.03329730676451898,0.3460200137672253,0.8544061302681992,0.8571428571428571,nan,0.6666666666666666,0.8938149972632732,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,10,2035,True,,0.23412390882509104,0.22086035747779886,0.6904761904761904,nan,nan,nan,0.8214285714285714,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,11,2036,True,,0.0926062964231385,0.9543007029130928,0.6830357142857143,0.875,1.0,0.3333333333333333,0.5238095238095238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,11,2036,True,,0.01474272609292902,0.3359609106008305,0.8422619047619047,0.875,0.875,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.0072176074010907865,nan,nan,nan,nan
Figure 1,0.75,11,2036,True,,0.07407174699537747,0.12499997854175683,0.8402777777777778,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8452380952380953,0.9047619047619049
Figure 2,0.75,11,2036,True,,0.40068350005138104,0.38819531259458523,0.6233753898596561,nan,nan,nan,0.49350155943862456,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,11,2036,True,,0.03080058762242701,0.3200745282050077,0.8389778325123153,0.8214285714285714,nan,0.6666666666666666,0.867816091954023,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,11,2036,True,,0.22244443793076454,0.209842550155952,0.6944444444444445,nan,nan,nan,0.8333333333333334,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,12,2037,True,,0.08477204522016794,0.8735693518218883,0.7946428571428571,0.75,1.0,0.6666666666666666,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,12,2037,True,,0.014810038553110267,0.33749484369262955,0.8422619047619047,0.875,0.875,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.0024994687989282616,nan,nan,nan,nan
Figure 1,0.75,12,2037,True,,0.0709962601887384,0.11980993239826124,0.8819444444444443,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9761904761904763,0.7738095238095238
Figure 2,0.75,12,2037,True,,0.40757279106682737,0.3948698836187309,0.4895696091288746,nan,nan,nan,0.4582784365154984,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.75,12,2037,True,,0.041854830462050435,0.4349483612931718,0.8197523262178434,0.8214285714285714,nan,0.6666666666666666,0.7909140667761356,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,12,2037,True,,0.1479209610699904,0.1395409657404303,0.6865079365079364,nan,nan,nan,0.6845238095238095,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,13,2038,True,,0.09252720604944643,0.9534856827457476,0.6860119047619048,0.375,1.0,0.6666666666666666,0.7023809523809524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,13,2038,True,,0.016893539201783873,0.3849741749067889,0.8616071428571428,0.875,1.0,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,0.0062539221778160625,nan,nan,nan,nan
Figure 1,0.75,13,2038,True,,0.06294452196841918,0.10622219961768357,0.8224206349206349,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9880952380952381,0.7380952380952381
Figure 2,0.75,13,2038,True,,0.4048655054876282,0.39224697658221636,0.4889453224395979,nan,nan,nan,0.4557812897583916,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,13,2038,True,,0.03393523128999921,0.35264921818457273,0.7518130815544608,0.75,nan,0.6666666666666666,0.9239189928845102,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,13,2038,True,,0.20691460383294422,0.19519250980924852,0.7400793650793651,nan,nan,nan,0.8452380952380953,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.75,14,2039,True,,0.0785725201232932,0.8096837264790665,0.6160714285714286,0.5,1.0,0.3333333333333333,0.6309523809523809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.75,14,2039,True,,0.014740297176166012,0.33590555984125386,0.7976190476190477,1.0,1.0,0.3333333333333333,0.8571428571428572,nan,nan,nan,nan,nan,nan,0.003987667913792792,nan,nan,nan,nan
Figure 1,0.75,14,2039,True,,0.037232969499418365,0.06283259916582806,0.7113095238095238,nan,nan,nan,nan,0.5,0.875,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9761904761904763,0.5833333333333334
Figure 2,0.75,14,2039,True,,0.40721344588622604,0.3945217382254343,0.6145696091288746,nan,nan,nan,0.4582784365154984,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.75,14,2039,True,,0.027506719242638037,0.2858452017858362,0.7537629994526547,0.9285714285714286,nan,0.6666666666666666,0.9198139025725233,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.75,14,2039,True,,0.22209093025392831,0.20950906934116034,0.9285714285714285,nan,nan,nan,0.9107142857142857,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
